keyword,bucket,owner_or_reason,volume,best_peer_pos,best_peer_domain,our_gsc_imp,our_gsc_clicks,our_bing_imp,our_bing_clicks
hmrc sdlt calculator transfer of residential property from individual to company calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,0
hmrc sdlt calculator transfer of residential property from individual to new company owner,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,0
holiday home rental income calculator,excluded,off-niche:salary/employment,0,,,1,0,,
holiday let profit calculator,assigned,blog:holiday-let pages (existing),0,,,4,0,,
holiday let profit calculator uk,assigned,blog:holiday-let pages (existing),0,,,3,0,,
holiday let return calculator,assigned,blog:holiday-let pages (existing),0,,,8,0,,
holiday let tax calculator,assigned,blog:holiday-let pages (existing),0,,,4,0,,
holiday let tax scotland tax calculator,assigned,blog:holiday-let pages (existing),0,,,32,0,,
holiday let yield calculator,assigned,calculators/rental-yield-calculator,0,,,3,0,,
house purchase tax calculator scotland,excluded,off-niche:general-tax-calc (no property qualifier),0,,,,,2,0
how is the gross yield calculated,assigned,calculators/rental-yield-calculator,0,,,,,1,0
how much can i borrow commercial mortgage calculator,assigned,calculators/commercial-mortgage-calculator,0,,,15,0,,
how to calculate net yield,assigned,calculators/rental-yield-calculator,0,,,,,1,0
how to calculate yield on rental property,assigned,calculators/rental-yield-calculator,0,,,,,1,0
how to calculature proprty yield,assigned,calculators/rental-yield-calculator,0,,,,,1,0
how to figure out a property yield,assigned,calculators/rental-yield-calculator,0,,,,,1,0
how to get specific property yield values for domestic,assigned,calculators/rental-yield-calculator,0,,,,,1,0
hsbc commercial mortgage calculator,assigned,calculators/commercial-mortgage-calculator,0,,,19,0,,
https://baroncabot.com/blog/good-rental-yields-in-the-uk#2_birmingham,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],0,,,,,1,0
income tax on rental income calculator,assigned,calculators/rental-income-tax-calculator,0,,,2,0,,
interest only commercial loan calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,15,0,,
is a 8.63% rental yield good,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],0,,,,,1,0
land & building tax scotland calculator 2026,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
land and building tax calculator scotland,excluded,off-niche:general-tax-calc (no property qualifier),0,,,,,2,0
land and building tax scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,12,0
land and buildings transaction tax lbtt calculator scotland,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,3,0,,
land and property tax scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,4,0
land buildings transaction tax scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
land property tax scotland calculator and bands,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,1
land tax calculator scotland,excluded,off-niche:general-tax-calc (no property qualifier),0,,,,,12,0
land tax calculator scotland 2026,excluded,off-niche:general-tax-calc (no property qualifier),0,,,,,1,1
land tax calculator uk,excluded,off-niche:general-tax-calc (no property qualifier),0,,,1,0,,
land tax calculator west wales,excluded,off-niche:general-tax-calc (no property qualifier),0,,,,,2,0
land tax in scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,0
land tax in wales calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,,,1,0
land tax when buying a property in scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
land transaction tax calculator multi properties,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
land transaction tax calculator scotland,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,0
land transaction tax scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,3,0
land value tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),0,,,1,0,,
landlord profit calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,1,0,,
lbbt tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),0,,,,,4,0
lbbt tax property percentage calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,,,2,2
lbbt tax scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,6,0
lblt tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),0,,,,,1,0
lbtt ads calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
lbtt and ads calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,1
lbtt and ads calculator scotland,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,15,0
lbtt calculator formula,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,0
lbtt calculator purchase,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
lbtt calculator revenue soctland,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
lbtt calculator scotlad,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,0
lbtt calculator scotland 2026,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,1,0,676,1
lbtt calculator scotland 2026 leases,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
lbtt calculator scotland rates scotland,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,0
lbtt calculator sxotlans,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,0
lbtt calculator#,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
lbtt lease calculator scotland,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,8,0
lbtt multiple dwellings relief calculator scotland,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,1
lbtt on second homes scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,0
lbtt property calculator#,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,3,0
lbtt purchase calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
lbtt revenue scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
lbtt scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,351,0
lbtt scotland on 550k calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,1
lbtt tax calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,7,0
lbtt tax calculator in scotland,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,0
lbtt tax calculator scotland,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,47,0
lbtt tax calculator scotland#,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
lbtt tax scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,7,0
lbtt transaction tax scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
lbttproperty calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,5,0
lease extension stamp duty calculator 2017,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,1,0,,
let campaign calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,8,0,,
let property campaign penalty calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,25,0,,
llbt calculator scotland,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,,,1,0
llt calculator wales,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,,,2,0
loan calculator commercial property,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,1,0,,
loan for commercial property calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,1,0,,
ltd lbbt on home sale scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,1
ltt calculator wales,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,77,0
ltt calculators,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
lyy calculator wales,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,,,2,0
monthly commercial mortgage calculator,assigned,calculators/commercial-mortgage-calculator,0,,,14,0,,
monthly property tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),0,,,2,0,,
mortgage btl calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,4,0,,
mortgage calculator btl,assigned,calculators/buy-to-let-mortgage-calculator,0,,,4,0,,
mortgage calculator business,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,1,0,,
mortgage calculator commercial,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,8,0,,
mortgage calculator for buy to let,assigned,calculators/buy-to-let-mortgage-calculator,0,,,3,0,,
mortgage calculator for commercial loan,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,3,0,,
mortgage calculator on commercial property,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,2,0,,
mortgage for commercial property calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,1,0,,
mortgage for flats above commercial premises calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,13,0,,
mortgage tax credit calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,1,0,,
mtd for landlords tax calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,1,0,,
multi unit mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,14,0,,
multiple dwellings relief calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,1,0,,
net rental yield calculator,assigned,calculators/rental-yield-calculator,0,,,4,0,,
net uk residential rental yield uk june 2026,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],0,,,,,1,0
net yieldfor holiday to let,assigned,calculators/rental-yield-calculator,0,,,1,0,,
online commercial mortgage calculator,assigned,calculators/commercial-mortgage-calculator,0,,,15,0,,
partial private residence relief calculator,excluded,off-niche:general-accountancy-calc,0,,,1,0,,
principal private residence relief calculator,excluded,off-niche:general-accountancy-calc,0,,,1,0,,
private residence relief calculator 2022,excluded,off-niche:general-accountancy-calc,0,,,2,0,,
prop yield calculator,assigned,calculators/rental-yield-calculator,0,,,4,0,,
property appreciation calculator wales,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,,,2,0
property capital gains calculator 2026,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,,,2,0
property development calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,10,0,,
property development finance calculator,assigned,calculators/development-finance-calculator,0,,,15,0,,
property development loan calculator,assigned,calculators/development-finance-calculator,0,,,6,0,,
property income calculator,excluded,off-niche:salary/employment,0,,,2,0,,
property purchase tax calculator scotland,excluded,off-niche:general-tax-calc (no property qualifier),0,,,,,1,0
property sold calculator with cgt,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,,,2,0
property tax calculator wales,excluded,off-niche:general-tax-calc (no property qualifier),0,,,,,1,0
property tax wales calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,,,1,0
property taxes calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,3,0,,
property yield in uk,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],0,,,,,1,0
property yield on cost calculation,assigned,calculators/rental-yield-calculator,0,,,,,1,0
r and d calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,2,0,,
r and d tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),0,,,2,0,,
r and d tax credit calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,9,0,,
r and d tax credits calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,3,0,,
r&d calculator,assigned,calculators/rd-tax-credit-calculator,0,,,6,0,,
r&d calculator hmrc,assigned,calculators/rd-tax-credit-calculator,0,,,1,0,,
r&d calculator uk,assigned,calculators/rd-tax-credit-calculator,0,,,1,0,,
r&d claim calculator,assigned,calculators/rd-tax-credit-calculator,0,,,3,0,,
r&d credit calculator,assigned,calculators/rd-tax-credit-calculator,0,,,2,0,,
r&d merged scheme calculator,assigned,calculators/rd-tax-credit-calculator,0,,,2,0,,
r&d tax calculator,assigned,calculators/rd-tax-credit-calculator,0,,,12,0,,
r&d tax claim calculator,assigned,calculators/rd-tax-credit-calculator,0,,,3,0,,
r&d tax credit 2013 calculator,assigned,calculators/rd-tax-credit-calculator,0,,,2,0,,
r&d tax credit calculator,assigned,calculators/rd-tax-credit-calculator,0,,,38,0,,
r&d tax credit calculator hmrc,assigned,calculators/rd-tax-credit-calculator,0,,,2,0,,
r&d tax credit calculator uk,assigned,calculators/rd-tax-credit-calculator,0,,,3,0,,
r&d tax credit loss making calculator,assigned,calculators/rd-tax-credit-calculator,0,,,8,0,,
r&d tax credits calculator,assigned,calculators/rd-tax-credit-calculator,0,,,8,0,,
r&d tax incentive calculator,assigned,calculators/rd-tax-credit-calculator,0,,,2,0,,
r&d tax relief calculator,assigned,calculators/rd-tax-credit-calculator,0,,,34,0,,
rdec calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,2,0,,
regulated buy to let mortgage calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,1,0,,
rent a room tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),0,,,1,0,,
rent to rent profit calculator,excluded,off-niche:general-accountancy-calc,0,,,10,0,,
rental profit calculator,excluded,off-niche:general-accountancy-calc,0,,,1,0,,
rental property land tax calculator wales,excluded,off-niche:general-tax-calc (no property qualifier),0,,,,,2,0
rental property sale tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),0,,,1,0,,
rental property tax calculator spreadsheet,already-covered,"landlord-accounting-spreadsheet (Google pos 9, protect)",0,,,4,0,,
rental yield calculation formula,assigned,calculators/rental-yield-calculator,0,,,,,1,0
rental yield calculation uk,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],0,,,3,0,,
rental yield calculator holiday let,assigned,calculators/rental-yield-calculator,0,,,5,0,,
rental yield uk calculator,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],0,,,1,0,,
