Case_type,Region,Representation,Quarter,Number_of_disposals,Mean_duration,Median_duration
Children Act (Public),England & Wales,3 Respondent Only,2024-Q3,5,16.000000,15.100000000
Children Act (Public),England & Wales,4 Neither,2024-Q3,22,19.500000,13.800000000
Children Act (Public),England & Wales,All types,2024-Q3,4053,35.000000,29.300000000
Children Act (Public),London,1 Both,2024-Q3,427,53.600000,48.300000000
Children Act (Public),London,2 Applicant Only,2024-Q3,53,15.100000,3.000000000
Children Act (Public),London,4 Neither,2024-Q3,3,31.100000,17.900000000
Children Act (Public),London,All types,2024-Q3,483,49.200000,45.000000000
Children Act (Public),Midlands,1 Both,2024-Q3,655,35.400000,29.900000000
Children Act (Public),Midlands,2 Applicant Only,2024-Q3,126,7.600000,4.800000000
Children Act (Public),Midlands,4 Neither,2024-Q3,4,12.500000,12.300000000
Children Act (Public),Midlands,All types,2024-Q3,785,30.800000,26.000000000
Children Act (Public),North East,1 Both,2024-Q3,759,33.200000,27.000000000
Children Act (Public),North East,2 Applicant Only,2024-Q3,95,11.300000,7.900000000
Children Act (Public),North East,3 Respondent Only,2024-Q3,1,1.000000,1.000000000
Children Act (Public),North East,4 Neither,2024-Q3,2,15.600000,15.600000000
Children Act (Public),North East,All types,2024-Q3,857,30.700000,25.900000000
Children Act (Public),North West,1 Both,2024-Q3,519,40.400000,35.900000000
Children Act (Public),North West,2 Applicant Only,2024-Q3,118,11.900000,11.800000000
Children Act (Public),North West,4 Neither,2024-Q3,2,23.300000,23.300000000
Children Act (Public),North West,All types,2024-Q3,639,35.100000,31.000000000
Children Act (Public),South East,1 Both,2024-Q3,484,48.200000,42.900000000
Children Act (Public),South East,2 Applicant Only,2024-Q3,69,13.900000,6.100000000
Children Act (Public),South East,3 Respondent Only,2024-Q3,2,9.600000,9.600000000
Children Act (Public),South East,4 Neither,2024-Q3,5,34.700000,24.900000000
Children Act (Public),South East,All types,2024-Q3,560,43.700000,39.100000000
Children Act (Public),South West,1 Both,2024-Q3,399,35.100000,30.700000000
Children Act (Public),South West,2 Applicant Only,2024-Q3,62,9.100000,5.300000000
Children Act (Public),South West,3 Respondent Only,2024-Q3,1,17.900000,17.900000000
Children Act (Public),South West,4 Neither,2024-Q3,5,5.200000,6.900000000
Children Act (Public),South West,All types,2024-Q3,467,31.300000,27.000000000
Children Act (Public),Wales,1 Both,2024-Q3,208,25.800000,24.100000000
Children Act (Public),Wales,2 Applicant Only,2024-Q3,52,12.300000,8.700000000
Children Act (Public),Wales,3 Respondent Only,2024-Q3,1,41.900000,41.900000000
Children Act (Public),Wales,4 Neither,2024-Q3,1,8.700000,8.700000000
Children Act (Public),Wales,All types,2024-Q3,262,23.200000,22.500000000
Children Act (Public),England & Wales,1 Both,2024-Q4,3520,37.700000,31.900000000
Children Act (Public),England & Wales,2 Applicant Only,2024-Q4,595,12.200000,8.900000000
Children Act (Public),England & Wales,3 Respondent Only,2024-Q4,7,18.800000,5.900000000
Children Act (Public),England & Wales,4 Neither,2024-Q4,21,29.600000,18.900000000
Children Act (Public),England & Wales,All types,2024-Q4,4143,34.000000,28.300000000
Children Act (Public),London,1 Both,2024-Q4,440,55.500000,50.400000000
Children Act (Public),London,2 Applicant Only,2024-Q4,55,17.800000,14.400000000
Children Act (Public),London,4 Neither,2024-Q4,3,78.600000,66.400000000
Children Act (Public),London,All types,2024-Q4,498,51.500000,46.500000000
Children Act (Public),Midlands,1 Both,2024-Q4,642,32.200000,27.800000000
Children Act (Public),Midlands,2 Applicant Only,2024-Q4,136,8.300000,5.200000000
Children Act (Public),Midlands,4 Neither,2024-Q4,2,10.500000,10.500000000
Children Act (Public),Midlands,All types,2024-Q4,780,28.000000,24.700000000
Children Act (Public),North East,1 Both,2024-Q4,729,31.600000,26.000000000
Children Act (Public),North East,2 Applicant Only,2024-Q4,116,10.100000,8.900000000
Children Act (Public),North East,3 Respondent Only,2024-Q4,3,33.900000,5.900000000
Children Act (Public),North East,4 Neither,2024-Q4,2,10.100000,10.100000000
Children Act (Public),North East,All types,2024-Q4,850,28.600000,25.100000000
Children Act (Public),North West,1 Both,2024-Q4,551,38.900000,34.600000000
Children Act (Public),North West,2 Applicant Only,2024-Q4,130,15.900000,12.100000000
Children Act (Public),North West,3 Respondent Only,2024-Q4,1,1.600000,1.600000000
Children Act (Public),North West,4 Neither,2024-Q4,5,18.100000,16.900000000
Children Act (Public),North West,All types,2024-Q4,687,34.400000,30.400000000
Children Act (Public),South East,1 Both,2024-Q4,554,44.000000,38.100000000
Children Act (Public),South East,2 Applicant Only,2024-Q4,57,13.300000,7.300000000
Children Act (Public),South East,3 Respondent Only,2024-Q4,2,7.200000,7.200000000
Children Act (Public),South East,4 Neither,2024-Q4,3,40.100000,53.100000000
Children Act (Public),South East,All types,2024-Q4,616,41.000000,35.500000000
Children Act (Public),South West,1 Both,2024-Q4,377,33.000000,27.700000000
Children Act (Public),South West,2 Applicant Only,2024-Q4,54,11.200000,8.000000000
Children Act (Public),South West,3 Respondent Only,2024-Q4,1,14.100000,14.100000000
Children Act (Public),South West,4 Neither,2024-Q4,2,25.400000,25.400000000
Children Act (Public),South West,All types,2024-Q4,434,30.300000,25.200000000
Children Act (Public),Wales,1 Both,2024-Q4,227,27.800000,25.000000000
Children Act (Public),Wales,2 Applicant Only,2024-Q4,47,11.900000,9.100000000
Children Act (Public),Wales,4 Neither,2024-Q4,4,20.500000,19.100000000
Children Act (Public),Wales,All types,2024-Q4,278,25.000000,23.000000000
Children Act (Public),England & Wales,1 Both,2025-Q1,3404,38.100000,32.100000000
Children Act (Public),England & Wales,2 Applicant Only,2025-Q1,518,12.300000,8.400000000
Children Act (Public),England & Wales,3 Respondent Only,2025-Q1,5,19.400000,14.900000000
Children Act (Public),England & Wales,4 Neither,2025-Q1,24,15.800000,8.200000000
Children Act (Public),England & Wales,All types,2025-Q1,3951,34.600000,29.000000000
Children Act (Public),London,1 Both,2025-Q1,437,52.700000,48.000000000
Children Act (Public),London,2 Applicant Only,2025-Q1,42,17.800000,3.000000000
Children Act (Public),London,4 Neither,2025-Q1,1,0.000000,0.000000000
Children Act (Public),London,All types,2025-Q1,480,49.500000,46.000000000
Children Act (Public),Midlands,1 Both,2025-Q1,577,32.800000,28.600000000
Children Act (Public),Midlands,2 Applicant Only,2025-Q1,106,8.500000,4.800000000
Children Act (Public),Midlands,3 Respondent Only,2025-Q1,1,0.300000,0.300000000
Children Act (Public),Midlands,4 Neither,2025-Q1,2,2.900000,2.900000000
Children Act (Public),Midlands,All types,2025-Q1,686,28.900000,25.600000000
Children Act (Public),North East,1 Both,2025-Q1,721,30.200000,25.900000000
Children Act (Public),North East,2 Applicant Only,2025-Q1,97,13.300000,8.400000000
Children Act (Public),North East,3 Respondent Only,2025-Q1,1,34.400000,34.400000000
Children Act (Public),North East,4 Neither,2025-Q1,5,9.700000,2.000000000
Children Act (Public),North East,All types,2025-Q1,824,28.100000,25.100000000
Children Act (Public),North West,1 Both,2025-Q1,507,41.000000,35.100000000
Children Act (Public),North West,2 Applicant Only,2025-Q1,108,15.100000,12.000000000
Children Act (Public),North West,4 Neither,2025-Q1,4,25.300000,21.500000000
Children Act (Public),North West,All types,2025-Q1,619,36.300000,31.600000000
Children Act (Public),South East,1 Both,2025-Q1,575,45.200000,40.900000000
Children Act (Public),South East,2 Applicant Only,2025-Q1,67,10.900000,5.700000000
Children Act (Public),South East,3 Respondent Only,2025-Q1,2,23.800000,23.800000000
Children Act (Public),South East,4 Neither,2025-Q1,2,9.100000,9.100000000
Children Act (Public),South East,All types,2025-Q1,646,41.500000,37.000000000
Children Act (Public),South West,1 Both,2025-Q1,400,35.700000,30.400000000
Children Act (Public),South West,2 Applicant Only,2025-Q1,55,11.100000,7.900000000
Children Act (Public),South West,4 Neither,2025-Q1,7,25.700000,8.400000000
Children Act (Public),South West,All types,2025-Q1,462,32.600000,28.000000000
Children Act (Public),Wales,1 Both,2025-Q1,187,26.500000,24.600000000
Children Act (Public),Wales,2 Applicant Only,2025-Q1,43,10.400000,8.400000000
Children Act (Public),Wales,3 Respondent Only,2025-Q1,1,14.900000,14.900000000
Children Act (Public),Wales,4 Neither,2025-Q1,3,8.900000,10.000000000
Children Act (Public),Wales,All types,2025-Q1,234,23.300000,22.400000000
Children Act (Public),England & Wales,1 Both,2025-Q2,3420,37.000000,31.300000000
Children Act (Public),England & Wales,2 Applicant Only,2025-Q2,595,11.500000,8.300000000
Children Act (Public),England & Wales,3 Respondent Only,2025-Q2,2,11.500000,11.500000000
Children Act (Public),England & Wales,4 Neither,2025-Q2,22,16.300000,16.300000000
Children Act (Public),England & Wales,All types,2025-Q2,4039,33.100000,28.100000000
Children Act (Public),London,1 Both,2025-Q2,429,51.400000,46.700000000
Children Act (Public),London,2 Applicant Only,2025-Q2,41,12.900000,2.600000000
Children Act (Public),London,4 Neither,2025-Q2,5,17.700000,3.000000000
Children Act (Public),London,All types,2025-Q2,475,47.700000,44.400000000
Children Act (Public),Midlands,1 Both,2025-Q2,598,32.600000,29.000000000
Children Act (Public),Midlands,2 Applicant Only,2025-Q2,119,9.500000,6.900000000
Children Act (Public),Midlands,3 Respondent Only,2025-Q2,1,11.100000,11.100000000
Children Act (Public),Midlands,4 Neither,2025-Q2,2,7.900000,7.900000000
Children Act (Public),Midlands,All types,2025-Q2,720,28.700000,25.700000000
Children Act (Public),North East,1 Both,2025-Q2,699,30.500000,25.700000000
Children Act (Public),North East,2 Applicant Only,2025-Q2,124,10.300000,8.300000000
Children Act (Public),North East,4 Neither,2025-Q2,6,10.900000,11.700000000
Children Act (Public),North East,All types,2025-Q2,829,27.300000,24.700000000
Children Act (Public),North West,1 Both,2025-Q2,554,40.500000,35.100000000
Children Act (Public),North West,2 Applicant Only,2025-Q2,112,14.400000,11.000000000
Children Act (Public),North West,4 Neither,2025-Q2,6,21.100000,19.800000000
Children Act (Public),North West,All types,2025-Q2,672,35.900000,31.500000000
Children Act (Public),South East,1 Both,2025-Q2,558,41.100000,36.700000000
Children Act (Public),South East,2 Applicant Only,2025-Q2,76,12.100000,4.300000000
Children Act (Public),South East,3 Respondent Only,2025-Q2,1,11.900000,11.900000000
Children Act (Public),South East,4 Neither,2025-Q2,1,32.700000,32.700000000
Children Act (Public),South East,All types,2025-Q2,636,37.600000,33.600000000
Children Act (Public),South West,1 Both,2025-Q2,373,34.100000,30.300000000
Children Act (Public),South West,2 Applicant Only,2025-Q2,66,12.200000,7.000000000
Children Act (Public),South West,4 Neither,2025-Q2,1,22.100000,22.100000000
Children Act (Public),South West,All types,2025-Q2,440,30.700000,27.800000000
Children Act (Public),Wales,1 Both,2025-Q2,209,27.100000,24.000000000
Children Act (Public),Wales,2 Applicant Only,2025-Q2,57,9.900000,8.300000000
Children Act (Public),Wales,4 Neither,2025-Q2,1,7.400000,7.400000000
Children Act (Public),Wales,All types,2025-Q2,267,23.300000,21.900000000
Children Act (Public),England & Wales,1 Both,2025-Q3,3405,36.200000,30.700000000
Children Act (Public),England & Wales,2 Applicant Only,2025-Q3,559,10.900000,8.900000000
Children Act (Public),England & Wales,3 Respondent Only,2025-Q3,3,17.700000,23.000000000
Children Act (Public),England & Wales,4 Neither,2025-Q3,24,13.700000,8.900000000
Children Act (Public),England & Wales,All types,2025-Q3,3991,32.500000,27.300000000
Children Act (Public),London,1 Both,2025-Q3,410,50.100000,45.700000000
Children Act (Public),London,2 Applicant Only,2025-Q3,45,12.300000,3.600000000
Children Act (Public),London,4 Neither,2025-Q3,3,17.600000,2.900000000
Children Act (Public),London,All types,2025-Q3,458,46.200000,42.500000000
Children Act (Public),Midlands,1 Both,2025-Q3,622,32.500000,28.000000000
Children Act (Public),Midlands,2 Applicant Only,2025-Q3,121,8.500000,5.600000000
Children Act (Public),Midlands,3 Respondent Only,2025-Q3,1,28.300000,28.300000000
Children Act (Public),Midlands,4 Neither,2025-Q3,3,20.400000,12.400000000
Children Act (Public),Midlands,All types,2025-Q3,747,28.500000,24.400000000
Children Act (Public),North East,1 Both,2025-Q3,708,28.900000,25.400000000
Children Act (Public),North East,2 Applicant Only,2025-Q3,114,11.000000,9.500000000
Children Act (Public),North East,4 Neither,2025-Q3,7,8.800000,5.900000000
Children Act (Public),North East,All types,2025-Q3,829,26.300000,24.300000000
Children Act (Public),North West,1 Both,2025-Q3,543,41.400000,36.100000000
Children Act (Public),North West,2 Applicant Only,2025-Q3,106,14.100000,12.000000000
Children Act (Public),North West,4 Neither,2025-Q3,2,34.000000,34.000000000
Children Act (Public),North West,All types,2025-Q3,651,37.000000,33.000000000
Children Act (Public),South East,1 Both,2025-Q3,545,40.800000,36.700000000
Children Act (Public),South East,2 Applicant Only,2025-Q3,56,8.900000,3.400000000
Children Act (Public),South East,3 Respondent Only,2025-Q3,1,23.000000,23.000000000
Children Act (Public),South East,4 Neither,2025-Q3,2,12.000000,12.000000000
Children Act (Public),South East,All types,2025-Q3,604,37.700000,34.100000000
Children Act (Public),South West,1 Both,2025-Q3,383,31.300000,28.600000000
Children Act (Public),South West,2 Applicant Only,2025-Q3,69,11.200000,8.700000000
Children Act (Public),South West,4 Neither,2025-Q3,4,7.000000,6.000000000
Children Act (Public),South West,All types,2025-Q3,456,28.000000,26.000000000
Children Act (Public),Wales,1 Both,2025-Q3,194,26.700000,24.100000000
Children Act (Public),Wales,2 Applicant Only,2025-Q3,48,10.400000,9.000000000
Children Act (Public),Wales,3 Respondent Only,2025-Q3,1,1.900000,1.900000000
Children Act (Public),Wales,4 Neither,2025-Q3,3,11.500000,8.100000000
Children Act (Public),Wales,All types,2025-Q3,246,23.300000,22.100000000
Children Act (Public),England & Wales,1 Both,2025-Q4,3368,35.600000,29.600000000
Children Act (Public),England & Wales,2 Applicant Only,2025-Q4,538,11.400000,8.400000000
Children Act (Public),England & Wales,3 Respondent Only,2025-Q4,6,13.900000,10.000000000
Children Act (Public),England & Wales,4 Neither,2025-Q4,20,20.400000,17.000000000
Children Act (Public),England & Wales,All types,2025-Q4,3932,32.200000,26.600000000
Children Act (Public),London,1 Both,2025-Q4,401,48.100000,43.300000000
Children Act (Public),London,2 Applicant Only,2025-Q4,40,19.400000,11.000000000
Children Act (Public),London,4 Neither,2025-Q4,3,16.300000,18.700000000
Children Act (Public),London,All types,2025-Q4,444,45.300000,40.500000000
Children Act (Public),Midlands,1 Both,2025-Q4,589,31.200000,26.000000000
Children Act (Public),Midlands,2 Applicant Only,2025-Q4,133,9.300000,7.100000000
Children Act (Public),Midlands,3 Respondent Only,2025-Q4,1,7.000000,7.000000000
Children Act (Public),Midlands,4 Neither,2025-Q4,5,21.000000,18.100000000
Children Act (Public),Midlands,All types,2025-Q4,728,27.100000,23.600000000
Children Act (Public),North East,1 Both,2025-Q4,690,28.900000,25.000000000
Children Act (Public),North East,2 Applicant Only,2025-Q4,122,10.600000,8.900000000
Children Act (Public),North East,3 Respondent Only,2025-Q4,2,9.100000,9.100000000
Children Act (Public),North East,4 Neither,2025-Q4,6,21.100000,16.600000000
Children Act (Public),North East,All types,2025-Q4,820,26.000000,23.900000000
Children Act (Public),North West,1 Both,2025-Q4,513,38.100000,33.400000000
Children Act (Public),North West,2 Applicant Only,2025-Q4,82,15.400000,12.000000000
Children Act (Public),North West,3 Respondent Only,2025-Q4,1,37.900000,37.900000000
Children Act (Public),North West,4 Neither,2025-Q4,2,38.800000,38.800000000
Children Act (Public),North West,All types,2025-Q4,598,35.000000,31.000000000
Children Act (Public),South East,1 Both,2025-Q4,565,42.000000,36.900000000
Children Act (Public),South East,2 Applicant Only,2025-Q4,52,9.900000,5.400000000
Children Act (Public),South East,3 Respondent Only,2025-Q4,1,14.300000,14.300000000
Children Act (Public),South East,4 Neither,2025-Q4,2,10.100000,10.100000000
