case_type,region,representation,quarter,number_of_cases,mean_duration,median_duration
Divorce (inc. Financial Remedy),SOUTH EAST,2 Petitioner Only,2011-Q4,2722,25.1,
Divorce (inc. Financial Remedy),MIDLANDS,2 Petitioner Only,2011-Q4,2041,29.5,
Divorce (inc. Financial Remedy),NORTH EAST,4 Neither,2011-Q4,934,19.7,
Divorce (inc. Financial Remedy),SOUTH WEST,1 Both,2011-Q4,1347,20.1,
Divorce (inc. Financial Remedy),NORTH WEST,4 Neither,2011-Q4,781,21,
Divorce (inc. Financial Remedy),NORTH WEST,2 Petitioner Only,2011-Q4,1528,30.2,
Divorce (inc. Financial Remedy),NORTH EAST,2 Petitioner Only,2011-Q4,1848,25.5,
Divorce (inc. Financial Remedy),WALES,4 Neither,2011-Q4,292,17.4,
Divorce (inc. Financial Remedy),LONDON,1 Both,2011-Q4,866,31.6,
Divorce (inc. Financial Remedy),NORTH WEST,3 Respondent Only,2011-Q4,94,34,
Divorce (inc. Financial Remedy),SOUTH WEST,2 Petitioner Only,2011-Q4,2122,20.6,
Divorce (inc. Financial Remedy),WALES,2 Petitioner Only,2011-Q4,838,23.2,
Divorce (inc. Financial Remedy),SOUTH WEST,All types,2011-Q4,4823,19.7,
Divorce (inc. Financial Remedy),LONDON,2 Petitioner Only,2011-Q4,1893,34.8,
Divorce (inc. Financial Remedy),SOUTH EAST,4 Neither,2011-Q4,2459,21.1,
Divorce (inc. Financial Remedy),LONDON,4 Neither,2011-Q4,1593,29.2,
Divorce (inc. Financial Remedy),MIDLANDS,3 Respondent Only,2011-Q4,134,34.1,
Divorce (inc. Financial Remedy),NORTH WEST,All types,2011-Q4,3581,27.3,
Divorce (inc. Financial Remedy),WALES,All types,2011-Q4,1796,22.4,
Divorce (inc. Financial Remedy),NORTH WEST,1 Both,2011-Q4,1178,27.3,
Divorce (inc. Financial Remedy),SOUTH EAST,1 Both,2011-Q4,1907,23.6,
Divorce (inc. Financial Remedy),England & Wales,All types,2011-Q4,31324,25.2,
Divorce (inc. Financial Remedy),SOUTH WEST,3 Respondent Only,2011-Q4,129,21.5,
Divorce (inc. Financial Remedy),LONDON,3 Respondent Only,2011-Q4,149,35.8,
Divorce (inc. Financial Remedy),WALES,3 Respondent Only,2011-Q4,40,28.2,
Divorce (inc. Financial Remedy),England & Wales,4 Neither,2011-Q4,8510,21.9,
Divorce (inc. Financial Remedy),England & Wales,3 Respondent Only,2011-Q4,956,29.8,
Divorce (inc. Financial Remedy),England & Wales,2 Petitioner Only,2011-Q4,12992,27,
Divorce (inc. Financial Remedy),England & Wales,1 Both,2011-Q4,8866,25.1,
Divorce (inc. Financial Remedy),SOUTH EAST,1 Both,2012-Q1,1715,23.6,
Divorce (inc. Financial Remedy),MIDLANDS,1 Both,2012-Q1,1691,26.1,
Divorce (inc. Financial Remedy),MIDLANDS,4 Neither,2012-Q1,1362,22.4,
Divorce (inc. Financial Remedy),NORTH EAST,1 Both,2012-Q1,1471,24.1,
Divorce (inc. Financial Remedy),SOUTH EAST,3 Respondent Only,2012-Q1,231,29.2,
Divorce (inc. Financial Remedy),LONDON,4 Neither,2012-Q1,1519,28.1,
Divorce (inc. Financial Remedy),LONDON,1 Both,2012-Q1,924,34.2,
Divorce (inc. Financial Remedy),LONDON,All types,2012-Q1,4483,32.7,
Divorce (inc. Financial Remedy),MIDLANDS,All types,2012-Q1,5362,26.4,
Divorce (inc. Financial Remedy),WALES,All types,2012-Q1,1784,21.7,
Divorce (inc. Financial Remedy),NORTH EAST,All types,2012-Q1,4432,24.1,
Divorce (inc. Financial Remedy),NORTH EAST,2 Petitioner Only,2012-Q1,1844,27.1,
Divorce (inc. Financial Remedy),NORTH EAST,4 Neither,2012-Q1,996,17.9,
Divorce (inc. Financial Remedy),MIDLANDS,2 Petitioner Only,2012-Q1,2129,28.7,
Divorce (inc. Financial Remedy),SOUTH WEST,2 Petitioner Only,2012-Q1,1960,22.6,
Divorce (inc. Financial Remedy),SOUTH WEST,All types,2012-Q1,4503,21.2,
Divorce (inc. Financial Remedy),MIDLANDS,3 Respondent Only,2012-Q1,180,31.8,
Divorce (inc. Financial Remedy),NORTH WEST,3 Respondent Only,2012-Q1,102,31,
Divorce (inc. Financial Remedy),SOUTH EAST,All types,2012-Q1,6796,23.8,
Divorce (inc. Financial Remedy),NORTH WEST,All types,2012-Q1,3900,26.6,
Divorce (inc. Financial Remedy),NORTH WEST,1 Both,2012-Q1,1260,25.7,
Divorce (inc. Financial Remedy),NORTH WEST,4 Neither,2012-Q1,880,22.5,
Divorce (inc. Financial Remedy),WALES,3 Respondent Only,2012-Q1,47,24.2,
Divorce (inc. Financial Remedy),WALES,4 Neither,2012-Q1,293,17.2,
Divorce (inc. Financial Remedy),SOUTH EAST,2 Petitioner Only,2012-Q1,2504,26.2,
Divorce (inc. Financial Remedy),SOUTH WEST,4 Neither,2012-Q1,1169,18,
Divorce (inc. Financial Remedy),LONDON,2 Petitioner Only,2012-Q1,1890,35.2,
Divorce (inc. Financial Remedy),WALES,1 Both,2012-Q1,644,22.9,
Divorce (inc. Financial Remedy),SOUTH WEST,1 Both,2012-Q1,1209,21.7,
Divorce (inc. Financial Remedy),England & Wales,All types,2012-Q1,31260,25.4,
Divorce (inc. Financial Remedy),NORTH EAST,3 Respondent Only,2012-Q1,121,28.9,
Divorce (inc. Financial Remedy),LONDON,3 Respondent Only,2012-Q1,150,39.5,
Divorce (inc. Financial Remedy),England & Wales,3 Respondent Only,2012-Q1,996,30.2,
Divorce (inc. Financial Remedy),England & Wales,1 Both,2012-Q1,8914,25.2,
Divorce (inc. Financial Remedy),England & Wales,2 Petitioner Only,2012-Q1,12785,27.7,
Divorce (inc. Financial Remedy),England & Wales,4 Neither,2012-Q1,8565,21.6,
Divorce (inc. Financial Remedy),SOUTH WEST,3 Respondent Only,2012-Q1,165,23.4,
Divorce (inc. Financial Remedy),NORTH WEST,2 Petitioner Only,2012-Q1,1658,29.1,
Divorce (inc. Financial Remedy),WALES,2 Petitioner Only,2012-Q1,800,22.3,
Divorce (inc. Financial Remedy),SOUTH EAST,4 Neither,2012-Q1,2346,20.7,
Divorce (inc. Financial Remedy),LONDON,3 Respondent Only,2012-Q2,142,38.3,
Divorce (inc. Financial Remedy),LONDON,4 Neither,2012-Q2,1625,26.3,
Divorce (inc. Financial Remedy),NORTH WEST,4 Neither,2012-Q2,912,20.9,
Divorce (inc. Financial Remedy),WALES,2 Petitioner Only,2012-Q2,828,22.5,
Divorce (inc. Financial Remedy),LONDON,2 Petitioner Only,2012-Q2,1719,36.1,
Divorce (inc. Financial Remedy),NORTH WEST,1 Both,2012-Q2,1166,24.6,
Divorce (inc. Financial Remedy),WALES,4 Neither,2012-Q2,312,19.6,
Divorce (inc. Financial Remedy),SOUTH WEST,All types,2012-Q2,4815,20.5,
Divorce (inc. Financial Remedy),MIDLANDS,4 Neither,2012-Q2,1393,21.9,
Divorce (inc. Financial Remedy),NORTH EAST,1 Both,2012-Q2,1368,23,
Divorce (inc. Financial Remedy),NORTH EAST,2 Petitioner Only,2012-Q2,1730,26.9,
Divorce (inc. Financial Remedy),MIDLANDS,1 Both,2012-Q2,1641,25.9,
Divorce (inc. Financial Remedy),NORTH EAST,4 Neither,2012-Q2,970,18.2,
Divorce (inc. Financial Remedy),SOUTH WEST,1 Both,2012-Q2,1264,20.5,
Divorce (inc. Financial Remedy),SOUTH WEST,2 Petitioner Only,2012-Q2,2103,21.1,
Divorce (inc. Financial Remedy),England & Wales,3 Respondent Only,2012-Q2,1015,28.8,
Divorce (inc. Financial Remedy),LONDON,1 Both,2012-Q2,737,34,
Divorce (inc. Financial Remedy),SOUTH EAST,4 Neither,2012-Q2,2344,20.4,
Divorce (inc. Financial Remedy),SOUTH WEST,3 Respondent Only,2012-Q2,164,26.1,
Divorce (inc. Financial Remedy),NORTH WEST,3 Respondent Only,2012-Q2,104,24.4,
Divorce (inc. Financial Remedy),NORTH EAST,3 Respondent Only,2012-Q2,114,28.9,
Divorce (inc. Financial Remedy),WALES,3 Respondent Only,2012-Q2,62,24.7,
Divorce (inc. Financial Remedy),LONDON,All types,2012-Q2,4223,32.1,
Divorce (inc. Financial Remedy),NORTH WEST,2 Petitioner Only,2012-Q2,1574,29.6,
Divorce (inc. Financial Remedy),MIDLANDS,All types,2012-Q2,5335,26.4,
Divorce (inc. Financial Remedy),NORTH EAST,All types,2012-Q2,4182,23.7,
Divorce (inc. Financial Remedy),SOUTH EAST,1 Both,2012-Q2,1681,22.6,
Divorce (inc. Financial Remedy),NORTH WEST,All types,2012-Q2,3756,25.8,
Divorce (inc. Financial Remedy),WALES,All types,2012-Q2,1837,22.1,
Divorce (inc. Financial Remedy),SOUTH EAST,All types,2012-Q2,6714,22.4,
Divorce (inc. Financial Remedy),WALES,1 Both,2012-Q2,635,22.7,
Divorce (inc. Financial Remedy),MIDLANDS,3 Respondent Only,2012-Q2,172,28.9,
Divorce (inc. Financial Remedy),SOUTH EAST,2 Petitioner Only,2012-Q2,2432,23.7,
Divorce (inc. Financial Remedy),England & Wales,All types,2012-Q2,30862,24.7,
Divorce (inc. Financial Remedy),SOUTH EAST,3 Respondent Only,2012-Q2,257,28,
Divorce (inc. Financial Remedy),England & Wales,4 Neither,2012-Q2,8840,21.2,
Divorce (inc. Financial Remedy),England & Wales,2 Petitioner Only,2012-Q2,12515,27.1,
Divorce (inc. Financial Remedy),England & Wales,1 Both,2012-Q2,8492,24.3,
Divorce (inc. Financial Remedy),MIDLANDS,2 Petitioner Only,2012-Q2,2129,29.5,
Divorce (inc. Financial Remedy),SOUTH WEST,4 Neither,2012-Q2,1284,18.6,
Divorce (inc. Financial Remedy),NORTH EAST,3 Respondent Only,2012-Q3,110,28.2,
Divorce (inc. Financial Remedy),NORTH WEST,2 Petitioner Only,2012-Q3,1521,27.5,
Divorce (inc. Financial Remedy),MIDLANDS,1 Both,2012-Q3,1655,26.2,
Divorce (inc. Financial Remedy),NORTH WEST,3 Respondent Only,2012-Q3,92,27.7,
Divorce (inc. Financial Remedy),WALES,4 Neither,2012-Q3,271,18,
Divorce (inc. Financial Remedy),SOUTH WEST,4 Neither,2012-Q3,1371,17.2,
Divorce (inc. Financial Remedy),SOUTH WEST,1 Both,2012-Q3,1214,20.8,
Divorce (inc. Financial Remedy),LONDON,4 Neither,2012-Q3,1659,25.1,
Divorce (inc. Financial Remedy),NORTH EAST,4 Neither,2012-Q3,1031,18,
Divorce (inc. Financial Remedy),LONDON,2 Petitioner Only,2012-Q3,1849,33.4,
Divorce (inc. Financial Remedy),WALES,1 Both,2012-Q3,591,21.4,
Divorce (inc. Financial Remedy),SOUTH EAST,2 Petitioner Only,2012-Q3,2441,25.3,
Divorce (inc. Financial Remedy),SOUTH WEST,3 Respondent Only,2012-Q3,167,24.5,
Divorce (inc. Financial Remedy),NORTH EAST,All types,2012-Q3,4279,23.5,
Divorce (inc. Financial Remedy),MIDLANDS,All types,2012-Q3,5480,26.3,
Divorce (inc. Financial Remedy),LONDON,All types,2012-Q3,4500,29.6,
Divorce (inc. Financial Remedy),SOUTH EAST,All types,2012-Q3,6821,22.8,
Divorce (inc. Financial Remedy),NORTH WEST,4 Neither,2012-Q3,887,20.5,
Divorce (inc. Financial Remedy),WALES,All types,2012-Q3,1697,20.8,
Divorce (inc. Financial Remedy),SOUTH WEST,All types,2012-Q3,4834,19.9,
Divorce (inc. Financial Remedy),NORTH WEST,All types,2012-Q3,3566,25,
Divorce (inc. Financial Remedy),MIDLANDS,4 Neither,2012-Q3,1437,22.9,
Divorce (inc. Financial Remedy),SOUTH WEST,2 Petitioner Only,2012-Q3,2082,20.8,
Divorce (inc. Financial Remedy),SOUTH EAST,3 Respondent Only,2012-Q3,260,22.7,
Divorce (inc. Financial Remedy),LONDON,3 Respondent Only,2012-Q3,139,36.6,
Divorce (inc. Financial Remedy),NORTH EAST,2 Petitioner Only,2012-Q3,1746,25.8,
Divorce (inc. Financial Remedy),SOUTH EAST,4 Neither,2012-Q3,2476,19.8,
Divorce (inc. Financial Remedy),NORTH WEST,1 Both,2012-Q3,1066,25.1,
Divorce (inc. Financial Remedy),LONDON,1 Both,2012-Q3,853,29.2,
Divorce (inc. Financial Remedy),WALES,2 Petitioner Only,2012-Q3,796,21.2,
Divorce (inc. Financial Remedy),MIDLANDS,2 Petitioner Only,2012-Q3,2215,28.5,
Divorce (inc. Financial Remedy),MIDLANDS,3 Respondent Only,2012-Q3,173,25.8,
Divorce (inc. Financial Remedy),England & Wales,All types,2012-Q3,31177,24.2,
Divorce (inc. Financial Remedy),WALES,3 Respondent Only,2012-Q3,39,24.6,
Divorce (inc. Financial Remedy),England & Wales,2 Petitioner Only,2012-Q3,12650,26.4,
Divorce (inc. Financial Remedy),England & Wales,1 Both,2012-Q3,8415,24.4,
Divorce (inc. Financial Remedy),England & Wales,3 Respondent Only,2012-Q3,980,26.7,
Divorce (inc. Financial Remedy),SOUTH EAST,1 Both,2012-Q3,1644,23.6,
Divorce (inc. Financial Remedy),England & Wales,4 Neither,2012-Q3,9132,20.7,
Divorce (inc. Financial Remedy),NORTH EAST,1 Both,2012-Q3,1392,24.2,
Divorce (inc. Financial Remedy),MIDLANDS,2 Petitioner Only,2012-Q4,2024,28.7,
Divorce (inc. Financial Remedy),SOUTH WEST,4 Neither,2012-Q4,1507,15.9,
Divorce (inc. Financial Remedy),SOUTH WEST,1 Both,2012-Q4,1232,18.9,
Divorce (inc. Financial Remedy),NORTH EAST,3 Respondent Only,2012-Q4,118,28.7,
Divorce (inc. Financial Remedy),SOUTH EAST,4 Neither,2012-Q4,2285,21.4,
Divorce (inc. Financial Remedy),NORTH EAST,4 Neither,2012-Q4,929,17.3,
Divorce (inc. Financial Remedy),WALES,1 Both,2012-Q4,558,21.1,
Divorce (inc. Financial Remedy),SOUTH WEST,3 Respondent Only,2012-Q4,154,19.7,
Divorce (inc. Financial Remedy),NORTH WEST,2 Petitioner Only,2012-Q4,1518,27.7,
Divorce (inc. Financial Remedy),WALES,3 Respondent Only,2012-Q4,47,21.6,
Divorce (inc. Financial Remedy),WALES,All types,2012-Q4,1658,20.6,
Divorce (inc. Financial Remedy),MIDLANDS,All types,2012-Q4,4947,25.8,
Divorce (inc. Financial Remedy),NORTH EAST,All types,2012-Q4,3967,23.1,
Divorce (inc. Financial Remedy),SOUTH EAST,2 Petitioner Only,2012-Q4,2156,24.9,
Divorce (inc. Financial Remedy),SOUTH EAST,All types,2012-Q4,6276,23.1,
Divorce (inc. Financial Remedy),SOUTH WEST,All types,2012-Q4,4751,18.9,
Divorce (inc. Financial Remedy),WALES,2 Petitioner Only,2012-Q4,749,21.1,
Divorce (inc. Financial Remedy),NORTH WEST,4 Neither,2012-Q4,943,19.4,
Divorce (inc. Financial Remedy),NORTH EAST,2 Petitioner Only,2012-Q4,1616,26.1,
Divorce (inc. Financial Remedy),WALES,4 Neither,2012-Q4,304,18.2,
Divorce (inc. Financial Remedy),LONDON,1 Both,2012-Q4,790,30.3,
Divorce (inc. Financial Remedy),MIDLANDS,3 Respondent Only,2012-Q4,144,35.4,
Divorce (inc. Financial Remedy),LONDON,All types,2012-Q4,4101,31,
Divorce (inc. Financial Remedy),NORTH EAST,1 Both,2012-Q4,1304,23.1,
Divorce (inc. Financial Remedy),MIDLANDS,4 Neither,2012-Q4,1334,22.1,
Divorce (inc. Financial Remedy),SOUTH EAST,1 Both,2012-Q4,1599,22,
Divorce (inc. Financial Remedy),NORTH WEST,1 Both,2012-Q4,1091,23.7,
Divorce (inc. Financial Remedy),NORTH WEST,All types,2012-Q4,3640,24.3,
Divorce (inc. Financial Remedy),MIDLANDS,1 Both,2012-Q4,1445,24.1,
Divorce (inc. Financial Remedy),SOUTH EAST,3 Respondent Only,2012-Q4,236,29.3,
Divorce (inc. Financial Remedy),LONDON,4 Neither,2012-Q4,1566,29.2,
Divorce (inc. Financial Remedy),England & Wales,All types,2012-Q4,29340,24,
Divorce (inc. Financial Remedy),NORTH WEST,3 Respondent Only,2012-Q4,88,24.1,
Divorce (inc. Financial Remedy),England & Wales,2 Petitioner Only,2012-Q4,11522,26.3,
Divorce (inc. Financial Remedy),LONDON,3 Respondent Only,2012-Q4,144,35.1,
Divorce (inc. Financial Remedy),England & Wales,1 Both,2012-Q4,8019,23.1,
Divorce (inc. Financial Remedy),England & Wales,3 Respondent Only,2012-Q4,931,28.6,
Divorce (inc. Financial Remedy),England & Wales,4 Neither,2012-Q4,8868,21.2,
Divorce (inc. Financial Remedy),LONDON,2 Petitioner Only,2012-Q4,1601,32.7,
Divorce (inc. Financial Remedy),SOUTH WEST,2 Petitioner Only,2012-Q4,1858,21.2,
Divorce (inc. Financial Remedy),MIDLANDS,1 Both,2013-Q1,1389,25,
Divorce (inc. Financial Remedy),NORTH WEST,4 Neither,2013-Q1,775,18.9,
Divorce (inc. Financial Remedy),WALES,4 Neither,2013-Q1,292,16.5,
Divorce (inc. Financial Remedy),NORTH EAST,4 Neither,2013-Q1,851,18.8,
Divorce (inc. Financial Remedy),SOUTH WEST,1 Both,2013-Q1,1075,19.4,
Divorce (inc. Financial Remedy),LONDON,4 Neither,2013-Q1,1522,27.1,
Divorce (inc. Financial Remedy),SOUTH WEST,4 Neither,2013-Q1,1498,17,
Divorce (inc. Financial Remedy),LONDON,1 Both,2013-Q1,737,32.2,
Divorce (inc. Financial Remedy),MIDLANDS,2 Petitioner Only,2013-Q1,1947,27.9,
Divorce (inc. Financial Remedy),SOUTH EAST,3 Respondent Only,2013-Q1,223,27.3,
Divorce (inc. Financial Remedy),NORTH EAST,All types,2013-Q1,3658,23.7,
Divorce (inc. Financial Remedy),MIDLANDS,3 Respondent Only,2013-Q1,165,27.9,
Divorce (inc. Financial Remedy),MIDLANDS,All types,2013-Q1,4837,25.3,
Divorce (inc. Financial Remedy),NORTH EAST,2 Petitioner Only,2013-Q1,1557,25.3,
Divorce (inc. Financial Remedy),LONDON,2 Petitioner Only,2013-Q1,1510,33.4,
Divorce (inc. Financial Remedy),SOUTH WEST,2 Petitioner Only,2013-Q1,1703,23,
Divorce (inc. Financial Remedy),MIDLANDS,4 Neither,2013-Q1,1336,21.6,
Divorce (inc. Financial Remedy),SOUTH EAST,4 Neither,2013-Q1,2325,20,
Divorce (inc. Financial Remedy),SOUTH WEST,3 Respondent Only,2013-Q1,157,22,
Divorce (inc. Financial Remedy),WALES,2 Petitioner Only,2013-Q1,563,24.9,
Divorce (inc. Financial Remedy),NORTH WEST,3 Respondent Only,2013-Q1,84,22.3,
Divorce (inc. Financial Remedy),WALES,3 Respondent Only,2013-Q1,65,19.9,
Divorce (inc. Financial Remedy),SOUTH EAST,2 Petitioner Only,2013-Q1,2264,23,
Divorce (inc. Financial Remedy),LONDON,All types,2013-Q1,3896,30.8,
Divorce (inc. Financial Remedy),NORTH WEST,2 Petitioner Only,2013-Q1,1404,28.1,
Divorce (inc. Financial Remedy),SOUTH WEST,All types,2013-Q1,4433,20.1,
Divorce (inc. Financial Remedy),WALES,All types,2013-Q1,1437,21.5,
Divorce (inc. Financial Remedy),WALES,1 Both,2013-Q1,517,20.9,
Divorce (inc. Financial Remedy),NORTH EAST,1 Both,2013-Q1,1141,24.5,
Divorce (inc. Financial Remedy),SOUTH EAST,1 Both,2013-Q1,1591,22.2,
Divorce (inc. Financial Remedy),NORTH WEST,All types,2013-Q1,3225,25,
Divorce (inc. Financial Remedy),SOUTH EAST,All types,2013-Q1,6403,21.8,
Divorce (inc. Financial Remedy),LONDON,3 Respondent Only,2013-Q1,127,35.5,
Divorce (inc. Financial Remedy),England & Wales,All types,2013-Q1,27889,24,
Divorce (inc. Financial Remedy),NORTH EAST,3 Respondent Only,2013-Q1,109,30.1,
Divorce (inc. Financial Remedy),England & Wales,1 Both,2013-Q1,7412,24,
Divorce (inc. Financial Remedy),NORTH WEST,1 Both,2013-Q1,962,25.6,
Divorce (inc. Financial Remedy),England & Wales,4 Neither,2013-Q1,8599,20.6,
Divorce (inc. Financial Remedy),England & Wales,3 Respondent Only,2013-Q1,930,27,
Divorce (inc. Financial Remedy),England & Wales,2 Petitioner Only,2013-Q1,10948,26.4,
Divorce (inc. Financial Remedy),LONDON,2 Petitioner Only,2013-Q2,1687,38.5,
Divorce (inc. Financial Remedy),SOUTH EAST,3 Respondent Only,2013-Q2,244,23.9,
Divorce (inc. Financial Remedy),MIDLANDS,3 Respondent Only,2013-Q2,135,26.8,
Divorce (inc. Financial Remedy),MIDLANDS,1 Both,2013-Q2,1318,25.4,
Divorce (inc. Financial Remedy),NORTH EAST,2 Petitioner Only,2013-Q2,1678,26.1,
Divorce (inc. Financial Remedy),SOUTH EAST,4 Neither,2013-Q2,2563,18.8,
Divorce (inc. Financial Remedy),LONDON,4 Neither,2013-Q2,1906,28.3,
Divorce (inc. Financial Remedy),SOUTH WEST,3 Respondent Only,2013-Q2,180,23.2,
Divorce (inc. Financial Remedy),WALES,3 Respondent Only,2013-Q2,43,24.2,
Divorce (inc. Financial Remedy),WALES,All types,2013-Q2,1561,22.7,
Divorce (inc. Financial Remedy),SOUTH WEST,All types,2013-Q2,4281,19.2,
Divorce (inc. Financial Remedy),SOUTH WEST,2 Petitioner Only,2013-Q2,1518,22.1,
Divorce (inc. Financial Remedy),NORTH WEST,All types,2013-Q2,3535,24.2,
Divorce (inc. Financial Remedy),MIDLANDS,2 Petitioner Only,2013-Q2,1771,26.5,
Divorce (inc. Financial Remedy),NORTH WEST,2 Petitioner Only,2013-Q2,1535,26.6,
Divorce (inc. Financial Remedy),SOUTH EAST,All types,2013-Q2,6625,20.8,
Divorce (inc. Financial Remedy),England & Wales,3 Respondent Only,2013-Q2,976,26.8,
Divorce (inc. Financial Remedy),SOUTH EAST,1 Both,2013-Q2,1503,20.7,
Divorce (inc. Financial Remedy),MIDLANDS,All types,2013-Q2,4478,24.6,
Divorce (inc. Financial Remedy),LONDON,1 Both,2013-Q2,888,30.4,
Divorce (inc. Financial Remedy),SOUTH EAST,2 Petitioner Only,2013-Q2,2315,22.6,
Divorce (inc. Financial Remedy),NORTH EAST,1 Both,2013-Q2,1218,25.1,
Divorce (inc. Financial Remedy),NORTH WEST,4 Neither,2013-Q2,890,19.9,
Divorce (inc. Financial Remedy),LONDON,All types,2013-Q2,4631,32.7,
Divorce (inc. Financial Remedy),NORTH EAST,All types,2013-Q2,4060,24,
Divorce (inc. Financial Remedy),NORTH WEST,1 Both,2013-Q2,993,23.7,
Divorce (inc. Financial Remedy),WALES,4 Neither,2013-Q2,336,16.8,
Divorce (inc. Financial Remedy),NORTH WEST,3 Respondent Only,2013-Q2,117,29.4,
Divorce (inc. Financial Remedy),SOUTH WEST,1 Both,2013-Q2,999,20.3,
Divorce (inc. Financial Remedy),SOUTH WEST,4 Neither,2013-Q2,1584,15.3,
Divorce (inc. Financial Remedy),WALES,2 Petitioner Only,2013-Q2,636,25.1,
Divorce (inc. Financial Remedy),LONDON,3 Respondent Only,2013-Q2,150,36.7,
Divorce (inc. Financial Remedy),NORTH EAST,3 Respondent Only,2013-Q2,107,23.8,
Divorce (inc. Financial Remedy),England & Wales,All types,2013-Q2,29171,24,
Divorce (inc. Financial Remedy),England & Wales,2 Petitioner Only,2013-Q2,11140,26.8,
Divorce (inc. Financial Remedy),England & Wales,4 Neither,2013-Q2,9590,20.5,
Divorce (inc. Financial Remedy),England & Wales,1 Both,2013-Q2,7465,23.9,
Divorce (inc. Financial Remedy),NORTH EAST,4 Neither,2013-Q2,1057,19.3,
Divorce (inc. Financial Remedy),WALES,1 Both,2013-Q2,546,23.4,
Divorce (inc. Financial Remedy),MIDLANDS,4 Neither,2013-Q2,1254,20.9,
Divorce (inc. Financial Remedy),NORTH EAST,3 Respondent Only,2013-Q3,105,25,
Divorce (inc. Financial Remedy),NORTH WEST,2 Petitioner Only,2013-Q3,1437,61.4,
Divorce (inc. Financial Remedy),SOUTH WEST,1 Both,2013-Q3,993,20.9,
Divorce (inc. Financial Remedy),SOUTH EAST,3 Respondent Only,2013-Q3,233,28.7,
Divorce (inc. Financial Remedy),WALES,2 Petitioner Only,2013-Q3,649,25,
Divorce (inc. Financial Remedy),NORTH WEST,1 Both,2013-Q3,897,23.9,
Divorce (inc. Financial Remedy),SOUTH EAST,4 Neither,2013-Q3,2448,20.2,
Divorce (inc. Financial Remedy),LONDON,3 Respondent Only,2013-Q3,138,33.7,
Divorce (inc. Financial Remedy),WALES,4 Neither,2013-Q3,371,14.8,
Divorce (inc. Financial Remedy),NORTH WEST,3 Respondent Only,2013-Q3,107,20.9,
Divorce (inc. Financial Remedy),LONDON,2 Petitioner Only,2013-Q3,1581,35.3,
Divorce (inc. Financial Remedy),MIDLANDS,4 Neither,2013-Q3,1348,25.1,
Divorce (inc. Financial Remedy),SOUTH EAST,1 Both,2013-Q3,1592,21.1,
Divorce (inc. Financial Remedy),SOUTH WEST,All types,2013-Q3,4398,20.6,
Divorce (inc. Financial Remedy),LONDON,All types,2013-Q3,4263,30.4,
Divorce (inc. Financial Remedy),MIDLANDS,All types,2013-Q3,4842,26.9,
Divorce (inc. Financial Remedy),SOUTH EAST,All types,2013-Q3,6565,21.9,
Divorce (inc. Financial Remedy),NORTH WEST,All types,2013-Q3,3451,37.8,
Divorce (inc. Financial Remedy),NORTH EAST,1 Both,2013-Q3,1076,24.1,
Divorce (inc. Financial Remedy),SOUTH EAST,2 Petitioner Only,2013-Q3,2292,23.6,
Divorce (inc. Financial Remedy),NORTH EAST,All types,2013-Q3,3954,23.3,
Divorce (inc. Financial Remedy),England & Wales,4 Neither,2013-Q3,9690,21.1,
Divorce (inc. Financial Remedy),NORTH WEST,4 Neither,2013-Q3,1010,18.3,
Divorce (inc. Financial Remedy),SOUTH WEST,3 Respondent Only,2013-Q3,149,20.5,
Divorce (inc. Financial Remedy),MIDLANDS,1 Both,2013-Q3,1239,25,
Divorce (inc. Financial Remedy),NORTH EAST,4 Neither,2013-Q3,1033,20.2,
Divorce (inc. Financial Remedy),WALES,All types,2013-Q3,1584,22.7,
Divorce (inc. Financial Remedy),LONDON,4 Neither,2013-Q3,1774,26,
Divorce (inc. Financial Remedy),LONDON,1 Both,2013-Q3,770,29.9,
Divorce (inc. Financial Remedy),WALES,1 Both,2013-Q3,517,25,
Divorce (inc. Financial Remedy),NORTH EAST,2 Petitioner Only,2013-Q3,1740,24.5,
Divorce (inc. Financial Remedy),MIDLANDS,2 Petitioner Only,2013-Q3,2106,28.8,
Divorce (inc. Financial Remedy),England & Wales,All types,2013-Q3,29057,25.9,
Divorce (inc. Financial Remedy),WALES,3 Respondent Only,2013-Q3,47,28.7,
Divorce (inc. Financial Remedy),MIDLANDS,3 Respondent Only,2013-Q3,149,32,
Divorce (inc. Financial Remedy),England & Wales,1 Both,2013-Q3,7084,23.8,
Divorce (inc. Financial Remedy),England & Wales,3 Respondent Only,2013-Q3,928,27.3,
Divorce (inc. Financial Remedy),England & Wales,2 Petitioner Only,2013-Q3,11355,31.2,
Divorce (inc. Financial Remedy),SOUTH WEST,2 Petitioner Only,2013-Q3,1550,23.4,
