query,volume,best_peer_position,peer_holder,our_google_impr,our_google_pos,our_bing_impr,our_bing_clicks,bucket,cluster,assigned_page
how much is stamp duty in scotland 2026,0,,,1,12,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty refunds how do they work,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
overriding lease or surrender and regrant sdlt,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/lease-extensions-in-the-uk-surrender-and-regrant
lbtt rates scotland 2026-27,0,,,0,0,2,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
deadline for making a sdlt refund claim where the previous residence is sold,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-5-percent-surcharge-refund-claim-process
lbtt calualtor,0,,,0,0,2,0,already-covered,(no market cluster),/calculators/lbtt-calculator-scotland
lbtt relief vacant,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
variation of lease terms sdlt,0,,,0,0,1,1,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/lease-variation-and-lease-surrender
hmrc reclaim higher rate sdlt,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-5-percent-surcharge-refund-claim-process
revenue scotland additional dwelling supplement rate 2026 lbtt,0,,,4,7,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
sdlt statute section re main residence refund,0,,,0,0,1,1,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-5-percent-surcharge-refund-claim-process
stamp duty wales calculator gov uk,0,,,1,2,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/land-transaction-tax-a-complete-guide
current lbtt rates scotland 2026 residential,0,,,2,2,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
lbtt info,0,,,0,0,2,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
lbtt meaning,0,,,1,2,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
stamp duty on 275k house,0,,,1,1,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/land-transaction-tax-a-complete-guide
lease renunciation lbtt,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/lease-variation-and-lease-surrender
scotland lbtt first time buyer relief 2026,0,,,1,10,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/essential-guide-for-first-time-homebuyers-in-scotland
retract an sdlt,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/a-complete-guide-to-stamp-duty-refund
what are the sdlt first time buyer limits,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/applicable-sdlt-rates-for-first-time-buyers
can your company have 2 sdlt accounts,0,,,0,0,1,0,already-covered,(no market cluster),/blog/incorporation-and-company-structures/sdlt-incorporation-stamp-duty-twice
sdlt transfer from co to director,0,,,0,0,2,0,already-covered,(no market cluster),/blog/incorporation-and-company-structures/sdlt-transfer-property-company-cost
wales land transaction tax 2026,0,,,0,0,1,0,already-covered,(no market cluster),/calculators/ltt-calculator-wales
revenue scotland lbtt residential property rates 2026 additional dwelling supplement 8%,0,,,3,7.7,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
rates for lbtt scotland,0,,,0,0,2,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
"if i rent out my primary residence before selling it, can i still reclaim sdlt if i sell within 3 years",0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-5-percent-surcharge-refund-claim-process
stamp duty first time buyers calculator,0,,,1,73,0,0,already-covered,(no market cluster),/calculators/first-time-buyer-stamp-duty-calculator
scotland lbtt rates 2026 additional dwelling supplement,0,,,8,9.8,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
variation to both head lease ans sub-lease and variation on lease not under lbtt,0,,,0,0,2,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/lease-variation-and-lease-surrender
lbtt aberdeen,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
sdlt fes,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/applicable-sdlt-rates-for-first-time-buyers
first time buyers relief sdlt,0,,,0,0,2,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/applicable-sdlt-rates-for-first-time-buyers
sdlt group relief group definition,0,,,0,0,1,0,already-covered,(no market cluster),/blog/incorporation-and-company-structures/sdlt-group-relief-schedule-7-fa-2003-claw-back-connected-party-recovery-depth
surrender sdlt,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/lease-extensions-in-the-uk-surrender-and-regrant
list of tax bands for lbtt,0,,,0,0,3,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
first time buyer sdlt rates,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/applicable-sdlt-rates-for-first-time-buyers
sdlt on landlords,0,,,0,0,1,1,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-buy-to-let-rates-surcharge-guide-2025
wales land transaction tax residential rates 2026 main residence gov.wales,0,,,1,7,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/land-transaction-tax-a-complete-guide
is stamp duty in scotland,0,,,1,2,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
how much stamp duty is payable in england and northern ireland,0,,,1,78,0,0,already-covered,(no market cluster),/calculators/first-time-buyer-stamp-duty-calculator
do i have to pay higher rate stamp duty if i own a property abroad,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/how-owning-property-abroad-leads-higher-stamp-duty-rates
scotland commercial lbtt rates 2026 revenue scotland,0,,,7,8.4,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
do first time buyers pay stamp duty in scotland,0,,,2,30.5,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/essential-guide-for-first-time-homebuyers-in-scotland
do you pay higher sdlt if you own a property abroad but are living in the uk,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/how-owning-property-abroad-leads-higher-stamp-duty-rates
sdlt margins,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-buy-to-let-rates-surcharge-guide-2025
what is the sdlt imlication if two directors live abroad uk,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/how-owning-property-abroad-leads-higher-stamp-duty-rates
how much stamp duty in scotland,0,,,1,1,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
uk sdlt non-resident surcharge 2025 2026 rates corporate enveloping residential property,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-buy-to-let-rates-surcharge-guide-2025
sdlt residential property rates companies,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-buy-to-let-rates-surcharge-guide-2025
main residence sdlt? sold main residence last lived in 6 years ago and lived at another property i won can i claim main residents releif,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-5-percent-surcharge-refund-claim-process
sdlt lease surrender and re-grant barter transaction,0,,,0,0,2,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/lease-extensions-in-the-uk-surrender-and-regrant
refund of sdlt if rent is reduced,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-5-percent-surcharge-refund-claim-process
sdlt incorporation relief general partnershi[s,0,,,0,0,1,1,already-covered,(no market cluster),/blog/incorporation-and-company-structures/sdlt-incorporation-stamp-duty-twice
sdlt form does this apply fo first time buyers,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/applicable-sdlt-rates-for-first-time-buyers
lbtt rates and bands,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
lbtt changes scotland,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/lbtt-review-in-scotland
revenue scotland non-residential lbtt rates 2026 scotland,0,,,1,9,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
disposing of main resident relief time to sell current house for sdlt,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-5-percent-surcharge-refund-claim-process
sdlt on lease extension by way of surrender and regrant,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/lease-extensions-in-the-uk-surrender-and-regrant
first time buyer lbtt scotland,0,,,1,8,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/essential-guide-for-first-time-homebuyers-in-scotland
scottish lbtt rates,0,,,1,20,4,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
revenue scotland non residential lbtt rates 2026,0,,,7,5.3,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
ltd co btl sdlt,0,,,0,0,1,0,already-covered,(no market cluster),/blog/incorporation-and-company-structures/buy-to-let-limited-company-complete-guide-uk
do i need to do an sdlt return on a deed of vairiation of rent,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/lease-variation-and-lease-surrender
lbtt clactuor,0,,,0,0,4,0,already-covered,(no market cluster),/calculators/lbtt-calculator-scotland
if they get rid of stamp duty can we put our buy to let properties int a limited company,0,,,0,0,1,0,already-covered,(no market cluster),/blog/incorporation-and-company-structures/buy-to-let-limited-company-complete-guide-uk
does owning land abroad make you a higher rate stamp duty,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/how-owning-property-abroad-leads-higher-stamp-duty-rates
sdlt on transfer from dual to sole ownership,0,,,0,0,2,0,already-covered,(no market cluster),/blog/incorporation-and-company-structures/sdlt-incorporation-stamp-duty-twice
lbtt scotland bands,0,,,1,15,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
sdlt relief on incorporation of a property business llp,0,,,0,0,1,1,already-covered,(no market cluster),/blog/incorporation-and-company-structures/sdlt-incorporation-stamp-duty-twice
lbtt additional dwelling supplement scotland 2026,0,,,3,10.3,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
barter transaction surrender and grant of lease sdlt,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/lease-variation-and-lease-surrender
gov.wales land transaction tax residential rates 2026,0,,,1,7,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/welsh-land-transaction-tax-ltt-rates-bands-2026-27-residential-buyers
lbtt calculator purchase,0,,,0,0,2,0,already-covered,(no market cluster),/calculators/lbtt-calculator-scotland
lbtt calculator scotland 2026 leases,0,,,0,0,2,0,already-covered,(no market cluster),/calculators/lbtt-calculator-scotland
lbtt rates 2026-27,0,,,0,0,1,1,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
sdlt reclaim sale of house,0,,,0,0,2,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/sdlt-5-percent-surcharge-refund-claim-process
what is sdlt relief code 23 is there clawback?,0,,,0,0,1,0,already-covered,(no market cluster),/blog/incorporation-and-company-structures/sdlt-group-relief-schedule-7-fa-2003-claw-back-connected-party-recovery-depth
revenue scotland residential lbtt rates bands 2026,0,,,9,5.9,0,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
what are the lbtt rates,0,,,0,0,1,0,already-covered,(no market cluster),/blog/landlord-tax-essentials/scottish-lbtt-rates-bands-2026-27-residential-buyers-complete-guide
is mdr still available for sdlt?,0,,,0,0,1,0,already-covered,(no market cluster),/blog/property-types-and-specialist-tax/multiple-dwellings-relief
